SQ_PESSOA_VINCULANTE,SQ_PESSOA_VINCULADA,CO_CONDICAO,NO_VINCULO,DT_ENTRADA_SOCIEDADE,DT_INICIO_MANDATO,DT_SAIDA_SOCIEDADE,DT_TERMINO_MANDATO,VL_PARTICIPACAO,DS_CARGO_DIRECAO
561367,473501,801,EMPRESÁRIO,2015-01-27,,,,0,
561367,473501,801,EMPRESÁRIO,2015-12-19,2015-12-19,,,1,
557953,140537,801,EMPRESÁRIO,2015-01-08,,,,0,
558548,558549,801,EMPRESÁRIO,2015-01-08,,,,,
558550,558551,801,EMPRESÁRIO,2015-01-08,,,,,
558552,558553,801,EMPRESÁRIO,2015-01-08,,,,,
558554,558555,801,EMPRESÁRIO,2015-01-08,,,,,
558556,558557,801,EMPRESÁRIO,2015-01-08,,,,,
558558,558559,801,EMPRESÁRIO,2015-01-08,,,,,
558560,558561,801,EMPRESÁRIO,2015-01-08,,,,,
558562,558563,801,EMPRESÁRIO,2015-01-08,,,,,
558564,558565,801,EMPRESÁRIO,2015-01-08,,,,,
557947,557948,101,SOCIO,2015-02-17,,,,,
557947,557948,205,ADMINISTRADOR,2015-02-17,,,,,
557947,537322,101,SOCIO,2015-02-17,,,,,
557947,537322,205,ADMINISTRADOR,2015-02-17,,,,,
557949,557950,801,EMPRESÁRIO,2015-02-17,,,,0,
558566,558567,801,EMPRESÁRIO,2015-01-08,,,,,
558568,558569,801,EMPRESÁRIO,2015-01-08,,,,,
558570,558571,801,EMPRESÁRIO,2015-01-08,,,,,
558572,558573,801,EMPRESÁRIO,2015-01-08,,,,,
558574,558575,801,EMPRESÁRIO,2015-01-08,,,,,
558576,558577,801,EMPRESÁRIO,2015-01-08,,,,,
558578,558579,801,EMPRESÁRIO,2015-01-08,,,,,
558580,558581,801,EMPRESÁRIO,2015-01-08,,,,,
558582,558583,801,EMPRESÁRIO,2015-01-08,,,,,
558584,558585,801,EMPRESÁRIO,2015-01-08,,,,,
558586,558587,801,EMPRESÁRIO,2015-01-08,,,,,
558588,558589,801,EMPRESÁRIO,2015-01-08,,,,,
558590,558591,801,EMPRESÁRIO,2015-01-08,,,,,
558592,558593,801,EMPRESÁRIO,2015-01-08,,,,,
558594,558595,801,EMPRESÁRIO,2015-01-08,,,,,
558596,558597,801,EMPRESÁRIO,2015-01-08,,,,,
558598,558599,801,EMPRESÁRIO,2015-01-08,,,,,
558600,558601,801,EMPRESÁRIO,2015-01-08,,,,,
559234,559235,801,EMPRESÁRIO,2015-01-09,,,,,
559236,559237,801,EMPRESÁRIO,2015-01-09,,,,,
559238,559239,801,EMPRESÁRIO,2015-01-09,,,,,
559240,559241,801,EMPRESÁRIO,2015-01-09,,,,,
559242,559243,801,EMPRESÁRIO,2015-01-09,,,,,
562760,16756,801,EMPRESÁRIO,2015-02-06,,,,10000,
562274,562275,801,EMPRESÁRIO,2015-02-03,,,,15000,
577878,577879,801,EMPRESÁRIO,2015-01-08,2015-06-08,,,50000,
567461,363670,101,SOCIO,2015-01-09,2015-01-09,,,,
567461,363669,101,SOCIO,2015-01-09,2015-01-09,,,,
567461,363669,205,ADMINISTRADOR,2015-01-09,2014-12-22,,,,
572868,572867,401,TITULAR PESSOA FÍSICA,2015-01-09,2015-01-09,,,,
572868,155930,205,ADMINISTRADOR,2015-01-09,2014-12-17,,,,
573185,51619,401,TITULAR PESSOA FÍSICA,2015-01-09,2015-01-09,,,,
573185,51619,205,ADMINISTRADOR,2015-01-09,2014-12-04,,,,
560368,560369,801,EMPRESÁRIO,2015-01-20,2015-01-20,,2015-01-20,0,
559292,559293,801,EMPRESÁRIO,2015-01-09,,,,,
559330,559331,801,EMPRESÁRIO,2015-01-09,,,,,
559332,559333,801,EMPRESÁRIO,2015-01-09,,,,,
559363,559364,801,EMPRESÁRIO,2015-01-09,,,,,
559365,559366,801,EMPRESÁRIO,2015-01-09,,,,,
559367,559368,801,EMPRESÁRIO,2015-01-09,,,,,
559369,559370,801,EMPRESÁRIO,2015-01-09,,,,,
560633,560634,801,EMPRESÁRIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,0,
560532,121096,801,EMPRESÁRIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,0,
560532,121096,801,EMPRESÁRIO,2015-01-09,,,,,
560533,398619,801,EMPRESÁRIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,0,
559334,559335,801,EMPRESÁRIO,2015-01-09,,,,,
559336,559337,801,EMPRESÁRIO,2015-01-09,,,,,
559338,559339,801,EMPRESÁRIO,2015-01-09,,,,,
559340,559341,801,EMPRESÁRIO,2015-01-09,,,,,
559342,559343,801,EMPRESÁRIO,2015-01-09,,,,,
559344,559345,801,EMPRESÁRIO,2015-01-09,,,,,
559346,559347,801,EMPRESÁRIO,2015-01-09,,,,,
559348,559349,801,EMPRESÁRIO,2015-01-09,,,,,
559350,559351,801,EMPRESÁRIO,2015-01-09,,,,,
559352,559353,801,EMPRESÁRIO,2015-01-09,,,,,
559354,559355,801,EMPRESÁRIO,2015-01-09,,,,,
559356,559357,801,EMPRESÁRIO,2015-01-09,,,,,
559358,559359,801,EMPRESÁRIO,2015-01-09,,,,,
559256,559257,801,EMPRESÁRIO,2015-01-09,,,,,
559258,559259,801,EMPRESÁRIO,2015-01-09,,,,,
559260,559261,801,EMPRESÁRIO,2015-01-09,,,,,
559262,559263,801,EMPRESÁRIO,2015-01-09,,,,,
559264,559265,801,EMPRESÁRIO,2015-01-09,,,,,
559266,559267,801,EMPRESÁRIO,2015-01-09,,,,,
559268,559269,801,EMPRESÁRIO,2015-01-09,,,,,
559270,559271,801,EMPRESÁRIO,2015-01-09,,,,,
559272,559273,801,EMPRESÁRIO,2015-01-09,,,,,
559274,559275,801,EMPRESÁRIO,2015-01-09,,,,,
559276,559277,801,EMPRESÁRIO,2015-01-09,,,,,
559278,559279,801,EMPRESÁRIO,2015-01-09,,,,,
559280,559281,801,EMPRESÁRIO,2015-01-09,,,,,
559282,559283,801,EMPRESÁRIO,2015-01-09,,,,,
559284,559285,801,EMPRESÁRIO,2015-01-09,,,,,
559286,559287,801,EMPRESÁRIO,2015-01-09,,,,,
559288,559289,801,EMPRESÁRIO,2015-01-09,,,,,
559290,559291,801,EMPRESÁRIO,2015-01-09,,,,,
559903,559904,801,EMPRESÁRIO,2015-01-09,2015-01-15,,2015-01-15,0,
559924,559925,101,SOCIO,2015-01-15,2015-01-15,,2015-01-15,,
559924,559925,205,ADMINISTRADOR,2015-01-15,2014-11-26,,2015-01-15,,
559924,559926,101,SOCIO,2015-01-15,2015-01-15,,2015-01-15,,
559924,559926,205,ADMINISTRADOR,2015-01-15,2014-11-26,,2015-01-15,,
559244,559245,801,EMPRESÁRIO,2015-01-09,,,,,
559371,559372,801,EMPRESÁRIO,2015-01-10,,,,,
559373,559374,801,EMPRESÁRIO,2015-01-10,,,,,
559375,559376,801,EMPRESÁRIO,2015-01-10,,,,,
559294,559295,801,EMPRESÁRIO,2015-01-09,,,,,
559296,559297,801,EMPRESÁRIO,2015-01-09,,,,,
560631,560632,801,EMPRESÁRIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,0,
559298,559299,801,EMPRESÁRIO,2015-01-09,,,,,
559300,559301,801,EMPRESÁRIO,2015-01-09,,,,,
559302,559303,801,EMPRESÁRIO,2015-01-09,,,,,
559304,559305,801,EMPRESÁRIO,2015-01-09,,,,,
559306,559307,801,EMPRESÁRIO,2015-01-09,,,,,
559308,559309,801,EMPRESÁRIO,2015-01-09,,,,,
559310,559311,801,EMPRESÁRIO,2015-01-09,,,,,
559312,559313,801,EMPRESÁRIO,2015-01-09,,,,,
559314,559315,801,EMPRESÁRIO,2015-01-09,,,,,
559316,559317,801,EMPRESÁRIO,2015-01-09,,,,,
559318,559319,801,EMPRESÁRIO,2015-01-09,,,,,
564069,564071,101,SOCIO,2015-02-20,2015-02-20,,,,
559320,559321,801,EMPRESÁRIO,2015-01-09,,,,,
559322,559323,801,EMPRESÁRIO,2015-01-09,,,,,
559324,559325,801,EMPRESÁRIO,2015-01-09,,,,,
559326,559327,801,EMPRESÁRIO,2015-01-09,,,,,
559328,559329,801,EMPRESÁRIO,2015-01-09,,,,,
561848,15391,101,SOCIO,2015-01-30,2015-01-30,,,,
561848,15391,205,ADMINISTRADOR,2015-01-30,2014-11-03,,,,
561848,15390,101,SOCIO,2015-01-30,2015-01-30,,,,
561848,15390,205,ADMINISTRADOR,2015-01-30,2014-11-03,,,,
560582,560583,101,SOCIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,,
560582,560584,101,SOCIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,,
560582,560584,205,ADMINISTRADOR,2015-01-21,2014-12-22,2015-01-21,2015-01-21,,
560527,544236,801,EMPRESÁRIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,0,
560609,560610,801,EMPRESÁRIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,0,
562109,329278,401,TITULAR PESSOA FÍSICA,2015-02-02,2015-02-02,,,,
562109,329278,205,ADMINISTRADOR,2015-02-02,2015-01-09,,,,
573177,573178,101,SOCIO,2015-01-09,2015-01-09,,,,
573177,573178,205,ADMINISTRADOR,2015-01-09,2014-12-04,,,,
573177,573179,101,SOCIO,2015-01-09,2015-01-09,,,,
573177,573179,205,ADMINISTRADOR,2015-01-09,2014-12-04,,,,
572866,572867,401,TITULAR PESSOA FÍSICA,2015-01-09,2015-01-09,,,,
572866,155930,205,ADMINISTRADOR,2015-01-09,2014-12-17,,,,
579919,579920,801,EMPRESÁRIO,2015-06-23,,,,,
559395,559396,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559411,559412,801,EMPRESÁRIO,2015-01-11,,,,,
559413,559414,801,EMPRESÁRIO,2015-01-11,,,,,
559415,559416,801,EMPRESÁRIO,2015-01-11,,,,,
559383,559384,801,EMPRESÁRIO,2015-01-10,,,,,
559385,559386,801,EMPRESÁRIO,2015-01-10,,,,,
559387,559388,801,EMPRESÁRIO,2015-01-10,,,,,
559389,559390,801,EMPRESÁRIO,2015-01-10,,,,,
559407,559408,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559409,559410,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559399,559400,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559401,559402,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559403,110791,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559404,94343,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559405,559406,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559393,559394,801,EMPRESÁRIO,2015-01-10,2015-01-10,,2015-01-10,0,
559377,559378,801,EMPRESÁRIO,2015-01-10,,,,,
559379,559380,801,EMPRESÁRIO,2015-01-10,,,,,
559381,559382,801,EMPRESÁRIO,2015-01-10,,,,,
559391,559392,801,EMPRESÁRIO,2015-01-10,,,,,
566332,566333,801,EMPRESÁRIO,2015-01-11,2015-01-11,,,10000,
559440,559441,101,SOCIO,2015-01-11,2014-12-02,,2015-01-11,,
559440,559441,205,ADMINISTRADOR,2015-01-11,2014-12-02,,2015-01-11,,
559440,547920,101,SOCIO,2015-01-11,2014-12-02,,2015-01-11,,
559440,559442,101,SOCIO,2015-01-11,2014-12-02,,2015-01-11,,
559440,148870,101,SOCIO,2015-01-11,2014-12-02,,2015-01-11,,
559417,446465,801,EMPRESÁRIO,2015-01-11,2015-01-11,,2015-01-11,0,
559418,559419,801,EMPRESÁRIO,2015-01-11,2015-01-11,,2015-01-11,0,
559422,559423,801,EMPRESÁRIO,2015-01-11,2015-01-11,,2015-01-11,0,
561263,561264,101,SOCIO,2015-01-27,,,,,
561263,561265,101,SOCIO,2015-01-27,,,,,
561263,347657,205,ADMINISTRADOR,2015-01-27,2014-11-11,,,,
561263,347657,101,SOCIO,2015-01-27,2015-01-27,,,,
559420,559421,801,EMPRESÁRIO,2015-01-11,2015-01-11,,2015-01-11,0,
559432,559433,801,EMPRESÁRIO,2015-01-11,,,,,
559434,559435,801,EMPRESÁRIO,2015-01-11,,,,,
559436,559437,801,EMPRESÁRIO,2015-01-11,,,,,
559438,559439,801,EMPRESÁRIO,2015-01-11,,,,,
559444,559445,801,EMPRESÁRIO,2015-01-12,,,,,
559446,559447,801,EMPRESÁRIO,2015-01-12,,,,,
564028,345405,801,EMPRESÁRIO,2015-02-19,2015-02-19,,,40000,
563432,91735,401,TITULAR PESSOA FÍSICA,2015-02-11,2015-02-11,,,,ADMINISTRADOR
563432,91735,205,ADMINISTRADOR,2015-02-11,2015-01-12,,,,ADMINISTRADOR
564590,108962,101,SOCIO,2015-02-25,2015-02-25,,,,
564590,22756,101,SOCIO,2015-02-25,2015-02-25,,,,
564590,22756,205,ADMINISTRADOR,2015-02-25,2015-01-12,,,,
567233,349482,801,EMPRESÁRIO,2015-03-13,2015-03-13,,,20000,
564427,386666,101,SOCIO,2015-02-24,2015-02-24,,,50000,
564427,564428,101,SOCIO,2015-02-24,2015-02-24,,,450000,
564427,564428,205,ADMINISTRADOR,2015-02-24,2015-01-12,,,,
567253,509004,101,SOCIO,2015-03-18,2015-03-18,,,,
567253,509004,205,ADMINISTRADOR,2015-03-18,2015-01-12,,,,
567253,516475,101,SOCIO,2015-03-18,2015-03-18,,,,
567253,516475,205,ADMINISTRADOR,2015-03-18,2015-01-12,,,,
568958,568959,101,SOCIO,2015-03-31,2015-03-31,,,5000,
568958,568960,101,SOCIO,2015-03-31,2015-03-31,,,495000,
568958,568960,205,ADMINISTRADOR,2015-03-31,2015-03-31,,,0,
565597,95845,101,SOCIO,2015-03-05,2015-03-05,,,,
565597,344284,101,SOCIO,2015-03-05,2015-03-05,,,,
565597,344284,205,ADMINISTRADOR,2015-03-05,2015-01-12,,,,
559470,559471,401,TITULAR PESSOA FÍSICA,2015-01-12,2014-11-17,,2015-01-12,,ADMINISTRADOR
559470,559471,205,ADMINISTRADOR,2015-01-12,2014-12-10,,2015-01-12,,ADMINISTRADOR
559534,559535,801,EMPRESÁRIO,2015-01-12,,,,,
561240,561241,101,SOCIO,2015-01-27,2015-01-27,,,15000,
561240,561241,205,ADMINISTRADOR,2015-01-27,2015-01-27,,,1500000,ADMINISTRADOR
561240,561242,101,SOCIO,2015-01-27,2015-01-27,,,15000,
561240,561242,205,ADMINISTRADOR,2015-01-27,2015-01-27,,,1500000,
559536,559537,801,EMPRESÁRIO,2015-01-12,,,,,
559538,559539,801,EMPRESÁRIO,2015-01-12,,,,,
559540,559541,801,EMPRESÁRIO,2015-01-12,,,,,
559455,559456,801,EMPRESÁRIO,2015-01-12,2015-01-12,,2015-01-12,0,
561372,477517,801,EMPRESÁRIO,2015-01-27,,,,0,
559542,559543,801,EMPRESÁRIO,2015-01-12,,,,,
559544,559545,801,EMPRESÁRIO,2015-01-12,,,,,
559546,559547,801,EMPRESÁRIO,2015-01-12,,,,,
559548,559549,801,EMPRESÁRIO,2015-01-12,,,,,
559550,559551,801,EMPRESÁRIO,2015-01-12,,,,,
559552,559553,801,EMPRESÁRIO,2015-01-12,,,,,
559554,559555,801,EMPRESÁRIO,2015-01-12,,,,,
559556,559557,801,EMPRESÁRIO,2015-01-12,,,,,
559558,559559,801,EMPRESÁRIO,2015-01-12,,,,,
559560,559561,801,EMPRESÁRIO,2015-01-12,,,,,
559498,559499,801,EMPRESÁRIO,2015-01-12,,,,,
559500,559501,801,EMPRESÁRIO,2015-01-12,,,,,
559502,559503,801,EMPRESÁRIO,2015-01-12,,,,,
559504,559505,801,EMPRESÁRIO,2015-01-12,,,,,
560036,560037,801,EMPRESÁRIO,2015-01-15,2015-01-15,,2015-01-15,0,
559506,559507,801,EMPRESÁRIO,2015-01-12,,,,,
559508,559509,801,EMPRESÁRIO,2015-01-12,,,,,
559510,559511,801,EMPRESÁRIO,2015-01-12,,,,,
559512,559513,801,EMPRESÁRIO,2015-01-12,,,,,
559514,559515,801,EMPRESÁRIO,2015-01-12,,,,,
559516,559517,801,EMPRESÁRIO,2015-01-12,,,,,
559518,559519,801,EMPRESÁRIO,2015-01-12,,,,,
559520,559521,801,EMPRESÁRIO,2015-01-12,,,,,
559522,559523,801,EMPRESÁRIO,2015-01-12,,,,,
559524,559525,801,EMPRESÁRIO,2015-01-12,,,,,
559526,559527,801,EMPRESÁRIO,2015-01-12,,,,,
559528,559529,801,EMPRESÁRIO,2015-01-12,,,,,
559530,559531,801,EMPRESÁRIO,2015-01-12,,,,,
559532,559533,801,EMPRESÁRIO,2015-01-12,,,,,
559449,559450,801,EMPRESÁRIO,2015-01-12,2015-01-12,,2015-01-12,0,
559451,493585,801,EMPRESÁRIO,2015-01-12,2015-01-12,,2015-01-12,0,
559562,559563,801,EMPRESÁRIO,2015-01-13,,,,,
559564,559565,801,EMPRESÁRIO,2015-01-13,,,,,
559566,559567,801,EMPRESÁRIO,2015-01-13,,,,,
559568,559569,801,EMPRESÁRIO,2015-01-13,,,,,
559570,559571,801,EMPRESÁRIO,2015-01-13,,,,,
559572,559573,801,EMPRESÁRIO,2015-01-13,,,,,
559461,559462,801,EMPRESÁRIO,2015-01-12,2015-01-12,,2015-01-12,0,
559472,559473,801,EMPRESÁRIO,2015-01-12,,,,,
559474,559475,801,EMPRESÁRIO,2015-01-12,,,,,
559476,559477,801,EMPRESÁRIO,2015-01-12,,,,,
559478,559479,801,EMPRESÁRIO,2015-01-12,,,,,
559480,559481,801,EMPRESÁRIO,2015-01-12,,,,,
559482,559483,801,EMPRESÁRIO,2015-01-12,,,,,
559484,559485,801,EMPRESÁRIO,2015-01-12,,,,,
559486,559487,801,EMPRESÁRIO,2015-01-12,,,,,
559488,559489,801,EMPRESÁRIO,2015-01-12,,,,,
559490,559491,801,EMPRESÁRIO,2015-01-12,,,,,
559492,559493,801,EMPRESÁRIO,2015-01-12,,,,,
559494,559495,801,EMPRESÁRIO,2015-01-12,,,,,
559496,559497,801,EMPRESÁRIO,2015-01-12,,,,,
559596,559597,801,EMPRESÁRIO,2015-01-13,2015-01-13,,2015-01-13,0,
559910,14374,101,SOCIO,2015-01-15,2015-01-15,,,9500,
559910,14374,205,ADMINISTRADOR,2015-01-15,2015-01-15,,,9500,
559910,14375,101,SOCIO,2015-01-15,2015-01-15,,,500,
560209,560210,801,EMPRESÁRIO,2015-01-19,2015-01-19,,2015-01-19,0,
559459,559460,401,TITULAR PESSOA FÍSICA,2015-01-12,2015-01-06,,2015-01-12,0,
579921,579922,801,EMPRESÁRIO,2015-06-23,,,,,
561366,509933,801,EMPRESÁRIO,2015-01-27,,,,0,
564438,564439,801,EMPRESÁRIO,2015-02-24,2015-02-24,,,200000,
563589,563590,101,SOCIO,2015-02-12,2015-02-12,,,,
563589,563590,205,ADMINISTRADOR,2015-02-12,2015-02-12,,,,
563589,563591,205,ADMINISTRADOR,2015-02-12,2015-01-13,,,,
563589,535735,101,SOCIO,2015-07-07,2015-07-07,,,,
563589,535735,205,ADMINISTRADOR,2015-07-07,2015-07-07,,,,
563589,563591,101,SOCIO,2015-01-13,2015-01-13,2015-07-07,2015-07-07,,
563204,533431,101,SOCIO,2015-02-10,2015-02-10,,,,
563204,533431,205,ADMINISTRADOR,2015-02-10,2015-01-13,,,,
563204,332155,101,SOCIO,2015-02-10,,,,,
565727,3389,401,TITULAR PESSOA FÍSICA,2015-01-13,2015-01-13,,,75000,
565727,3389,221,ADMINISTRADOR JUDICIAL - PJ,2015-01-13,2014-12-16,,,75000,
566832,628811,101,SOCIO,2016-07-13,2016-07-13,,,,
566832,628811,205,ADMINISTRADOR,2016-07-13,2016-07-13,,,,
566832,566833,101,SOCIO,2015-03-11,2015-03-11,2016-08-25,2016-08-25,,
566832,566833,205,ADMINISTRADOR,2015-03-11,2016-06-01,2016-08-25,2016-08-25,,
566832,623716,101,SOCIO,2016-06-01,2016-06-01,,,,
566832,566833,801,EMPRESÁRIO,2016-07-11,2016-07-11,2016-07-11,2016-07-11,,
569933,569934,801,EMPRESÁRIO,2015-04-08,2015-04-08,,,50000,
559713,559714,801,EMPRESÁRIO,2015-01-14,,,,,
559715,559716,801,EMPRESÁRIO,2015-01-14,,,,,
561208,561209,801,EMPRESÁRIO,2015-01-27,,,,0,
559685,559686,801,EMPRESÁRIO,2015-01-13,,,,,
559687,559688,801,EMPRESÁRIO,2015-01-13,,,,,
559689,559690,801,EMPRESÁRIO,2015-01-13,,,,,
559691,559692,801,EMPRESÁRIO,2015-01-13,,,,,
559693,559694,801,EMPRESÁRIO,2015-01-13,,,,,
559695,559696,801,EMPRESÁRIO,2015-01-13,,,,,
559697,559698,801,EMPRESÁRIO,2015-01-13,,,,,
559699,559700,801,EMPRESÁRIO,2015-01-13,,,,,
559607,559608,801,EMPRESÁRIO,2015-01-13,,,,,
559609,559610,801,EMPRESÁRIO,2015-01-13,,,,,
559611,559612,801,EMPRESÁRIO,2015-01-13,,,,,
559613,559614,801,EMPRESÁRIO,2015-01-13,,,,,
559615,559616,801,EMPRESÁRIO,2015-01-13,,,,,
559617,559618,801,EMPRESÁRIO,2015-01-13,,,,,
559619,559620,801,EMPRESÁRIO,2015-01-13,,,,,
559621,559622,801,EMPRESÁRIO,2015-01-13,,,,,
559623,559624,801,EMPRESÁRIO,2015-01-13,,,,,
559625,559626,801,EMPRESÁRIO,2015-01-13,,,,,
559627,559628,801,EMPRESÁRIO,2015-01-13,,,,,
559629,559630,801,EMPRESÁRIO,2015-01-13,,,,,
559631,559632,801,EMPRESÁRIO,2015-01-13,,,,,
559633,559634,801,EMPRESÁRIO,2015-01-13,,,,,
559635,559636,801,EMPRESÁRIO,2015-01-13,,,,,
559637,559638,801,EMPRESÁRIO,2015-01-13,,,,,
559598,559599,801,EMPRESÁRIO,2015-01-13,2015-01-13,,2015-01-13,0,
559639,559640,801,EMPRESÁRIO,2015-01-13,,,,,
559641,559642,801,EMPRESÁRIO,2015-01-13,,,,,
559643,559644,801,EMPRESÁRIO,2015-01-13,,,,,
559645,559646,801,EMPRESÁRIO,2015-01-13,,,,,
559647,559648,801,EMPRESÁRIO,2015-01-13,,,,,
559649,559650,801,EMPRESÁRIO,2015-01-13,,,,,
559651,559652,801,EMPRESÁRIO,2015-01-13,,,,,
559653,559654,801,EMPRESÁRIO,2015-01-13,,,,,
559655,559656,801,EMPRESÁRIO,2015-01-13,,,,,
559657,559658,801,EMPRESÁRIO,2015-01-13,,,,,
559659,559660,801,EMPRESÁRIO,2015-01-13,,,,,
559661,559662,801,EMPRESÁRIO,2015-01-13,,,,,
559663,559664,801,EMPRESÁRIO,2015-01-13,,,,,
559701,559702,801,EMPRESÁRIO,2015-01-13,,,,,
559703,559704,801,EMPRESÁRIO,2015-01-13,,,,,
559705,559706,801,EMPRESÁRIO,2015-01-13,,,,,
559707,559708,801,EMPRESÁRIO,2015-01-13,,,,,
559709,559710,801,EMPRESÁRIO,2015-01-13,,,,,
559711,559712,801,EMPRESÁRIO,2015-01-13,,,,,
559574,559575,801,EMPRESÁRIO,2015-01-13,,,,,
559671,559672,801,EMPRESÁRIO,2015-01-13,,,,,
559673,559674,801,EMPRESÁRIO,2015-01-13,,,,,
559675,559676,801,EMPRESÁRIO,2015-01-13,,,,,
559677,559678,801,EMPRESÁRIO,2015-01-13,,,,,
559679,559680,801,EMPRESÁRIO,2015-01-13,,,,,
559681,559682,801,EMPRESÁRIO,2015-01-13,,,,,
559683,559684,801,EMPRESÁRIO,2015-01-13,,,,,
559576,559577,801,EMPRESÁRIO,2016-02-25,2016-02-25,,,0,
559580,559581,801,EMPRESÁRIO,2015-01-13,2015-01-13,,2015-01-13,0,
559665,559666,801,EMPRESÁRIO,2015-01-13,,,,,
559667,559668,801,EMPRESÁRIO,2015-01-13,,,,,
559669,559670,801,EMPRESÁRIO,2015-01-13,,,,,
559589,371854,801,EMPRESÁRIO,2015-01-13,2015-01-13,,2015-01-13,0,
563586,325800,401,TITULAR PESSOA FÍSICA,2015-02-12,2015-02-12,,,,ADMINISTRADOR
563586,325800,205,ADMINISTRADOR,2015-02-12,2015-01-14,,,,ADMINISTRADOR
562311,562312,101,SOCIO,2015-02-03,,,,,
562311,1525,101,SOCIO,2015-02-03,2015-02-03,,,,
562311,1525,205,ADMINISTRADOR,2015-02-03,2015-01-14,,,,
562619,562620,801,EMPRESÁRIO,2015-02-05,,,,40000,
563921,563922,205,ADMINISTRADOR,2015-02-19,2015-01-14,,,,ADMINISTRADOR
563921,563922,401,TITULAR PESSOA FÍSICA,2015-02-19,2015-02-19,,,,ADMINISTRADOR
562125,152966,801,EMPRESÁRIO,2015-02-02,,,,20000,
565625,565626,101,SOCIO,2015-03-04,2015-03-04,,,,
565625,565627,101,SOCIO,2015-03-04,2015-03-04,,,,
565625,565627,205,ADMINISTRADOR,2015-03-04,2015-01-14,,,,
559723,492821,101,SOCIO,2015-01-14,2014-12-03,,2015-01-14,,
559723,492821,205,ADMINISTRADOR,2015-01-14,2014-12-03,,2015-01-14,,
559723,559724,101,SOCIO,2015-01-14,2014-12-03,,2015-01-14,,
559723,559724,205,ADMINISTRADOR,2015-01-14,2014-12-03,,2015-01-14,,
559752,559753,801,EMPRESÁRIO,2015-01-14,,,,,
559754,559755,801,EMPRESÁRIO,2015-01-14,,,,,
559756,559757,801,EMPRESÁRIO,2015-01-14,,,,,
559758,559759,801,EMPRESÁRIO,2015-01-14,,,,,
559760,559761,801,EMPRESÁRIO,2015-01-14,,,,,
559762,559763,801,EMPRESÁRIO,2015-01-14,,,,,
559764,559765,801,EMPRESÁRIO,2015-01-14,,,,,
559766,559767,801,EMPRESÁRIO,2015-01-14,,,,,
559768,559769,801,EMPRESÁRIO,2015-01-14,,,,,
559770,559771,801,EMPRESÁRIO,2015-01-14,,,,,
559772,559773,801,EMPRESÁRIO,2015-01-14,,,,,
559774,559775,801,EMPRESÁRIO,2015-01-14,,,,,
559776,559777,801,EMPRESÁRIO,2015-01-14,,,,,
559778,559779,801,EMPRESÁRIO,2015-01-14,,,,,
559780,559781,801,EMPRESÁRIO,2015-01-14,,,,,
559782,559783,801,EMPRESÁRIO,2015-01-14,,,,,
559936,559937,801,EMPRESÁRIO,2015-01-15,,,,,
560518,560519,101,SOCIO,2015-01-21,2015-01-21,2015-01-21,2015-01-21,,
560518,560519,205,ADMINISTRADOR,2015-01-21,2014-12-17,2015-01-21,2015-01-21,,
560520,560521,801,EMPRESÁRIO,2015-01-21,2015-01-21,,2015-01-21,0,
559747,9874,401,TITULAR PESSOA FÍSICA,2015-01-14,2014-12-03,,2015-01-14,,ADMINISTRADOR
559747,9874,205,ADMINISTRADOR,2015-01-14,2014-12-03,,2015-01-14,,ADMINISTRADOR
559884,559885,801,EMPRESÁRIO,2015-01-14,,,,,
559721,459437,401,TITULAR PESSOA FÍSICA,2015-01-14,2014-11-27,,2015-01-14,,
559721,459437,205,ADMINISTRADOR,2015-01-14,2014-11-27,,2015-01-14,,
559784,559785,801,EMPRESÁRIO,2015-01-14,,,,,
559786,559787,801,EMPRESÁRIO,2015-01-14,,,,,
559788,559789,801,EMPRESÁRIO,2015-01-14,,,,,
559790,559791,801,EMPRESÁRIO,2015-01-14,,,,,
559792,559793,801,EMPRESÁRIO,2015-01-14,,,,,
559794,559795,801,EMPRESÁRIO,2015-01-14,,,,,
559796,559797,801,EMPRESÁRIO,2015-01-14,,,,,
559798,559799,801,EMPRESÁRIO,2015-01-14,,,,,
559800,559801,801,EMPRESÁRIO,2015-01-14,,,,,
559802,559803,801,EMPRESÁRIO,2015-01-14,,,,,
559804,559805,801,EMPRESÁRIO,2015-01-14,,,,,
559806,559807,801,EMPRESÁRIO,2015-01-14,,,,,
